respondent_id,mbti_label,IE01,IE02,IE03,IE04,NS01,NS02,NS03,NS04,TF01,TF02,TF03,TF04,JP01,JP02,JP03,JP04,ie_label,ns_label,tf_label,jp_label
SYN-INTJ-010,INTJ,4,3,2,4,2,2,4,2,2,3,3,4,4,2,4,1,I,N,T,J
SYN-INTJ-011,INTJ,4,2,2,2,4,4,4,2,3,4,2,3,3,2,1,4,I,N,T,J
SYN-INTJ-012,INTJ,4,2,1,2,1,3,2,3,4,3,5,3,1,1,5,5,I,N,T,J
SYN-INTJ-013,INTJ,2,2,1,1,3,1,4,2,2,1,4,3,4,3,5,5,I,N,T,J
SYN-INTJ-014,INTJ,3,1,4,2,3,3,2,3,4,4,5,2,2,5,3,1,I,N,T,J
SYN-INTJ-015,INTJ,3,4,2,4,5,3,5,2,2,4,3,3,5,4,3,3,I,N,T,J
SYN-INTJ-016,INTJ,4,2,3,4,5,4,5,3,3,4,5,3,4,4,5,3,I,N,T,J
SYN-INTJ-017,INTJ,2,2,3,4,2,1,4,3,5,2,2,1,3,1,5,2,I,N,T,J
SYN-INTJ-018,INTJ,2,2,1,4,3,4,4,1,2,2,2,1,4,1,3,1,I,N,T,J
SYN-INTJ-019,INTJ,1,3,3,4,3,2,4,3,1,3,4,3,2,3,3,3,I,N,T,J
SYN-INTJ-020,INTJ,5,2,4,4,1,1,4,2,3,2,5,3,4,2,3,2,I,N,T,J
SYN-INTJ-021,INTJ,2,1,2,2,4,2,5,3,4,2,5,1,2,4,4,4,I,N,T,J
SYN-INTJ-022,INTJ,2,2,4,1,5,3,4,2,5,2,4,2,1,2,5,2,I,N,T,J
SYN-INTJ-023,INTJ,2,1,3,2,5,2,2,2,4,4,2,3,3,3,2,2,I,N,T,J
SYN-INTJ-024,INTJ,4,3,5,1,2,3,3,1,5,2,2,1,4,4,3,2,I,N,T,J
SYN-INTJ-025,INTJ,3,2,5,2,4,3,3,2,2,4,5,1,4,2,2,4,I,N,T,J
SYN-INTJ-026,INTJ,5,4,3,3,2,2,3,2,2,1,4,2,3,2,4,3,I,N,T,J
SYN-INTJ-027,INTJ,5,2,4,3,5,4,4,3,4,2,4,2,5,2,3,2,I,N,T,J
SYN-INTJ-028,INTJ,4,2,2,1,5,1,5,2,5,3,3,5,3,5,3,5,I,N,T,J
SYN-INTJ-029,INTJ,4,2,3,3,5,3,3,2,2,3,5,1,5,1,4,5,I,N,T,J
SYN-INTJ-030,INTJ,3,1,3,4,4,2,2,2,2,4,1,1,2,2,4,3,I,N,T,J
SYN-INTJ-031,INTJ,4,1,1,4,2,3,4,2,2,2,4,3,1,1,2,3,I,N,T,J
SYN-INTJ-032,INTJ,5,3,2,3,4,4,4,3,5,2,4,2,4,1,2,1,I,N,T,J
SYN-INTJ-033,INTJ,4,2,5,5,4,3,4,1,5,3,4,3,4,1,1,3,I,N,T,J
SYN-INTJ-034,INTJ,5,2,3,3,3,3,5,1,3,1,4,3,3,4,5,3,I,N,T,J
SYN-INTJ-035,INTJ,3,2,5,3,2,1,5,1,3,1,1,1,5,2,5,2,I,N,T,J
SYN-INTJ-036,INTJ,4,3,3,3,4,1,4,3,4,3,4,2,2,3,4,2,I,N,T,J
SYN-INTJ-037,INTJ,5,1,5,3,2,3,3,2,3,4,3,3,4,2,5,5,I,N,T,J
SYN-INTJ-038,INTJ,4,1,2,1,4,1,4,5,4,1,3,2,3,1,4,1,I,N,T,J
SYN-INTJ-039,INTJ,5,3,2,3,4,1,2,3,3,4,4,2,4,1,2,3,I,N,T,J
SYN-INTJ-040,INTJ,4,1,4,3,5,2,3,2,4,5,4,1,4,5,4,3,I,N,T,J
SYN-INTJ-041,INTJ,5,2,2,3,2,3,5,4,5,2,4,1,5,1,5,1,I,N,T,J
SYN-INTJ-042,INTJ,5,2,3,3,3,3,2,3,5,3,4,4,1,2,2,3,I,N,T,J
SYN-INTJ-043,INTJ,4,3,4,2,3,1,2,2,3,2,4,3,1,4,5,2,I,N,T,J
SYN-INTJ-044,INTJ,1,4,3,4,3,3,4,1,5,1,4,3,3,3,4,5,I,N,T,J
SYN-INTJ-045,INTJ,1,5,3,1,4,3,1,1,3,3,4,1,5,3,1,2,I,N,T,J
SYN-INTJ-046,INTJ,4,2,4,4,3,5,5,1,4,3,3,2,2,1,3,3,I,N,T,J
SYN-INTJ-047,INTJ,5,1,5,1,4,1,2,2,2,3,3,1,4,2,2,4,I,N,T,J
SYN-INTJ-048,INTJ,4,4,3,1,5,3,3,5,3,2,4,1,2,1,4,3,I,N,T,J
SYN-INTJ-049,INTJ,1,1,5,2,2,3,1,2,2,4,5,4,1,5,1,2,I,N,T,J
SYN-INTJ-050,INTJ,3,2,4,2,4,3,2,1,5,1,5,2,1,2,4,2,I,N,T,J
SYN-INTJ-051,INTJ,3,1,2,1,4,5,2,4,4,1,3,1,5,4,4,3,I,N,T,J
SYN-INTJ-052,INTJ,4,2,4,1,4,5,2,4,5,1,2,2,5,1,4,4,I,N,T,J
SYN-INTJ-053,INTJ,5,2,3,1,4,2,3,1,1,1,4,3,2,4,2,1,I,N,T,J
SYN-INTJ-054,INTJ,4,2,3,1,3,4,2,2,2,2,2,2,5,2,4,3,I,N,T,J
SYN-INTJ-055,INTJ,3,4,2,3,2,1,4,2,2,3,3,3,2,3,5,3,I,N,T,J
SYN-INTJ-056,INTJ,3,3,4,1,4,1,3,1,2,5,4,1,5,3,5,2,I,N,T,J
SYN-INTJ-057,INTJ,3,1,3,1,4,1,2,3,3,3,4,1,3,3,5,2,I,N,T,J
SYN-INTJ-058,INTJ,2,5,2,2,5,4,5,2,1,4,5,4,3,3,3,2,I,N,T,J
SYN-INTJ-059,INTJ,2,3,4,1,5,1,1,4,5,2,2,3,3,2,4,2,I,N,T,J
SYN-INTJ-060,INTJ,4,1,2,2,3,2,5,3,2,1,3,2,2,1,5,3,I,N,T,J
SYN-INTJ-061,INTJ,5,1,5,2,5,2,4,2,4,4,4,5,4,1,5,1,I,N,T,J
SYN-INTJ-062,INTJ,4,2,2,1,5,2,4,3,4,3,4,1,1,2,4,1,I,N,T,J
SYN-INTJ-063,INTJ,3,2,2,1,1,3,4,1,5,4,4,3,3,4,5,2,I,N,T,J
SYN-INTJ-064,INTJ,5,3,5,1,3,2,5,2,4,1,2,3,3,3,5,3,I,N,T,J
SYN-INTJ-065,INTJ,5,5,4,2,4,2,4,4,5,4,5,2,4,1,4,3,I,N,T,J
SYN-INTJ-066,INTJ,5,1,2,3,2,2,4,2,2,2,4,1,5,3,4,1,I,N,T,J
SYN-INTJ-067,INTJ,2,5,4,4,3,1,5,4,4,1,5,2,4,4,2,3,I,N,T,J
SYN-INTJ-068,INTJ,4,2,4,3,2,3,2,3,5,3,3,4,5,2,3,1,I,N,T,J
SYN-INTJ-069,INTJ,3,3,5,3,4,3,5,1,4,3,2,4,5,3,5,2,I,N,T,J
SYN-INTJ-070,INTJ,4,2,4,3,4,2,5,4,2,1,2,1,4,3,2,2,I,N,T,J
SYN-INTJ-071,INTJ,4,2,5,4,2,1,5,1,4,2,2,3,4,2,4,2,I,N,T,J
SYN-INTJ-072,INTJ,4,1,4,1,4,2,5,4,4,2,3,3,5,5,4,5,I,N,T,J
SYN-INTJ-073,INTJ,3,3,4,4,3,1,5,3,2,2,4,2,5,2,4,3,I,N,T,J
SYN-INTJ-074,INTJ,2,1,3,2,4,5,3,2,4,2,3,2,4,5,2,3,I,N,T,J
SYN-INTJ-075,INTJ,2,1,4,2,4,3,5,2,2,3,4,3,2,3,4,2,I,N,T,J
SYN-INTJ-076,INTJ,3,3,4,3,5,2,3,1,2,4,3,4,2,3,5,4,I,N,T,J
SYN-INTJ-077,INTJ,3,1,3,1,3,3,2,2,2,3,2,3,4,4,2,2,I,N,T,J
SYN-INTJ-078,INTJ,4,2,3,1,3,3,4,2,3,4,4,4,5,3,4,1,I,N,T,J
SYN-INTJ-079,INTJ,5,4,5,2,4,2,2,2,1,4,3,3,3,3,3,5,I,N,T,J
SYN-INTJ-080,INTJ,3,3,4,2,4,4,5,5,5,3,3,4,4,2,4,1,I,N,T,J
SYN-ENTJ-001,ENTJ,3,3,3,2,3,4,4,4,5,4,3,3,4,2,3,1,E,N,T,J
SYN-ENTJ-002,ENTJ,1,3,3,2,3,4,2,2,3,4,3,1,3,3,3,4,E,N,T,J
SYN-ENTJ-003,ENTJ,4,3,4,4,4,4,1,3,4,2,3,2,3,2,4,1,E,N,T,J
SYN-ENTJ-004,ENTJ,2,5,3,2,5,1,5,2,4,3,4,2,5,2,4,4,E,N,T,J
SYN-ENTJ-005,ENTJ,1,5,3,4,2,3,5,4,5,2,2,1,2,1,3,2,E,N,T,J
SYN-ENTJ-006,ENTJ,5,4,1,2,1,2,4,3,2,1,2,4,1,1,4,1,E,N,T,J
SYN-ENTJ-007,ENTJ,1,5,1,5,4,1,5,1,3,2,2,4,3,1,3,2,E,N,T,J
SYN-ENTJ-008,ENTJ,2,2,1,4,1,2,2,3,2,2,2,5,5,2,3,2,E,N,T,J
SYN-ENTJ-009,ENTJ,3,4,2,5,3,4,2,5,1,2,2,3,3,1,3,3,E,N,T,J
SYN-ENTJ-010,ENTJ,5,4,1,3,3,2,4,3,1,3,4,1,3,1,5,2,E,N,T,J
SYN-ENTJ-011,ENTJ,4,3,3,5,5,1,4,2,3,2,2,3,4,2,4,3,E,N,T,J
SYN-ENTJ-012,ENTJ,2,3,1,4,3,1,2,3,3,4,2,3,4,1,5,1,E,N,T,J
SYN-ENTJ-013,ENTJ,2,3,3,2,3,1,5,2,3,1,1,1,4,3,3,4,E,N,T,J
SYN-ENTJ-014,ENTJ,2,1,5,2,5,5,4,1,4,1,4,1,2,4,4,2,E,N,T,J
SYN-ENTJ-015,ENTJ,4,3,2,2,2,5,3,4,2,2,2,4,4,3,3,3,E,N,T,J
SYN-ENTJ-016,ENTJ,3,5,1,4,3,2,5,1,3,4,4,4,3,2,4,3,E,N,T,J
SYN-ENTJ-017,ENTJ,2,1,3,2,5,2,4,5,4,2,5,3,5,5,2,1,E,N,T,J
SYN-ENTJ-018,ENTJ,4,2,1,5,2,2,3,3,3,1,5,2,2,2,4,3,E,N,T,J
SYN-ENTJ-019,ENTJ,2,4,3,4,3,2,4,2,2,4,5,2,4,4,4,3,E,N,T,J
SYN-ENTJ-020,ENTJ,1,3,2,5,2,4,5,2,4,1,3,2,5,4,5,3,E,N,T,J
SYN-ENTJ-021,ENTJ,4,4,3,2,4,2,5,2,3,2,4,5,5,4,5,3,E,N,T,J
SYN-ENTJ-022,ENTJ,1,3,2,5,2,3,4,1,1,5,4,1,2,1,3,1,E,N,T,J
SYN-ENTJ-023,ENTJ,2,3,4,2,3,3,3,4,3,3,4,2,4,2,4,3,E,N,T,J
SYN-ENTJ-024,ENTJ,2,5,5,4,5,1,5,5,2,2,3,2,5,3,2,4,E,N,T,J
SYN-ENTJ-025,ENTJ,5,1,2,3,3,2,3,2,5,3,5,2,4,3,1,2,E,N,T,J
SYN-ENTJ-026,ENTJ,2,5,2,1,5,1,4,1,3,2,1,3,4,3,4,4,E,N,T,J
SYN-ENTJ-027,ENTJ,4,5,3,4,4,3,3,2,5,2,2,3,3,2,4,5,E,N,T,J
SYN-ENTJ-028,ENTJ,3,4,4,4,5,1,4,3,4,1,4,2,4,1,5,2,E,N,T,J
SYN-ENTJ-029,ENTJ,4,3,2,5,5,2,2,3,3,2,5,1,5,5,5,1,E,N,T,J
SYN-ENTJ-030,ENTJ,2,4,2,4,4,2,4,1,5,4,4,5,2,3,4,2,E,N,T,J
SYN-ENTJ-031,ENTJ,2,5,2,1,4,4,5,2,4,1,3,1,2,2,5,4,E,N,T,J
SYN-ENTJ-032,ENTJ,3,4,1,4,3,2,2,4,2,2,4,3,4,1,3,2,E,N,T,J
SYN-ENTJ-033,ENTJ,3,2,4,4,4,1,3,3,5,5,3,1,5,1,4,1,E,N,T,J
SYN-ENTJ-034,ENTJ,1,3,3,4,4,1,4,4,3,2,5,2,3,3,3,1,E,N,T,J
SYN-ENTJ-035,ENTJ,1,2,1,3,5,4,5,3,3,2,2,3,2,2,3,4,E,N,T,J
SYN-ENTJ-036,ENTJ,3,2,1,2,5,1,5,4,4,1,4,3,4,5,3,1,E,N,T,J
SYN-ENTJ-037,ENTJ,1,3,5,4,4,5,1,1,4,1,4,2,3,3,3,2,E,N,T,J
SYN-ENTJ-038,ENTJ,3,3,3,2,3,2,5,2,1,2,5,2,4,3,5,2,E,N,T,J
SYN-ENTJ-039,ENTJ,1,2,1,3,2,2,2,2,4,4,5,2,4,2,5,1,E,N,T,J
SYN-ENTJ-040,ENTJ,1,4,1,5,3,1,1,1,5,2,5,2,3,2,5,1,E,N,T,J
SYN-ENTJ-041,ENTJ,4,3,1,3,3,4,4,2,5,4,5,4,4,2,4,1,E,N,T,J
SYN-ENTJ-042,ENTJ,2,3,4,1,2,2,1,3,3,3,5,2,5,1,4,5,E,N,T,J
SYN-ENTJ-043,ENTJ,1,1,4,4,4,3,4,2,1,3,4,3,3,2,5,1,E,N,T,J
SYN-ENTJ-044,ENTJ,1,4,4,3,4,3,2,1,4,2,2,2,4,3,2,3,E,N,T,J
SYN-ENTJ-045,ENTJ,2,5,2,4,2,3,4,3,3,2,4,4,3,2,1,3,E,N,T,J
SYN-ENTJ-046,ENTJ,4,3,3,5,2,4,3,2,3,1,4,2,3,3,4,4,E,N,T,J
SYN-ENTJ-047,ENTJ,4,5,1,3,5,1,3,1,4,2,5,3,4,2,3,2,E,N,T,J
SYN-ENTJ-048,ENTJ,2,2,3,2,4,4,2,2,1,3,2,3,3,4,3,2,E,N,T,J
SYN-ENTJ-049,ENTJ,2,5,4,1,4,1,5,2,3,1,1,2,5,3,5,3,E,N,T,J
SYN-ENTJ-050,ENTJ,5,2,3,5,4,1,4,2,2,4,2,1,5,1,3,4,E,N,T,J
SYN-ENTJ-051,ENTJ,1,4,4,4,5,2,3,4,3,2,3,2,4,5,2,2,E,N,T,J
SYN-ENTJ-052,ENTJ,4,4,1,2,4,2,4,4,2,1,4,1,3,4,4,1,E,N,T,J
SYN-ENTJ-053,ENTJ,5,2,3,4,4,2,4,1,5,1,1,5,2,4,3,2,E,N,T,J
SYN-ENTJ-054,ENTJ,1,2,2,4,5,2,3,4,4,4,1,1,5,1,5,1,E,N,T,J
SYN-ENTJ-055,ENTJ,1,4,2,2,5,2,3,4,2,3,4,1,5,4,2,4,E,N,T,J
SYN-ENTJ-056,ENTJ,2,3,2,5,4,5,5,5,4,2,1,2,3,3,3,3,E,N,T,J
SYN-ENTJ-057,ENTJ,2,3,3,3,5,2,2,2,5,2,4,1,5,3,4,1,E,N,T,J
SYN-ENTJ-058,ENTJ,1,2,3,1,4,2,4,2,3,3,4,2,4,2,4,3,E,N,T,J
SYN-ENTJ-059,ENTJ,2,3,1,4,4,1,5,1,5,2,2,4,5,4,4,1,E,N,T,J
SYN-ENTJ-060,ENTJ,3,1,2,5,4,2,4,2,2,3,1,1,3,1,5,2,E,N,T,J
SYN-ENTJ-061,ENTJ,2,3,4,4,3,3,5,3,3,1,3,2,4,5,1,2,E,N,T,J
SYN-ENTJ-062,ENTJ,3,5,2,4,3,3,4,2,1,1,5,2,3,4,3,1,E,N,T,J
SYN-ENTJ-063,ENTJ,3,3,3,5,1,1,2,3,4,1,1,1,3,1,1,3,E,N,T,J
SYN-ENTJ-064,ENTJ,2,5,1,5,4,4,3,3,4,2,3,4,4,2,5,1,E,N,T,J
SYN-ENTJ-065,ENTJ,2,4,3,3,3,3,4,4,4,1,1,4,5,5,5,5,E,N,T,J
SYN-ENTJ-066,ENTJ,1,4,4,3,3,2,4,2,5,1,4,4,3,1,5,1,E,N,T,J
SYN-ENTJ-067,ENTJ,2,2,5,4,3,2,4,3,3,4,3,2,5,1,1,1,E,N,T,J
SYN-ENTJ-068,ENTJ,3,5,3,1,4,5,3,5,5,1,2,1,4,3,5,5,E,N,T,J
SYN-ENTJ-069,ENTJ,1,4,1,2,5,3,4,3,5,2,3,2,4,1,5,2,E,N,T,J
SYN-ENTJ-070,ENTJ,1,2,4,1,3,3,2,2,1,3,3,2,3,3,5,2,E,N,T,J
SYN-ENTJ-071,ENTJ,1,5,4,4,3,3,3,1,4,1,5,1,4,1,4,3,E,N,T,J
SYN-ENTJ-072,ENTJ,5,4,2,4,4,1,2,2,4,2,3,2,2,2,5,1,E,N,T,J
SYN-ENTJ-073,ENTJ,2,3,2,2,3,2,4,1,5,5,3,4,5,3,1,1,E,N,T,J
SYN-ENTJ-074,ENTJ,2,5,1,3,5,1,2,1,2,4,3,2,2,4,5,4,E,N,T,J
SYN-ENTJ-075,ENTJ,3,4,2,1,5,3,4,1,3,3,4,2,2,1,4,3,E,N,T,J
SYN-ENTJ-076,ENTJ,5,3,4,4,5,2,3,4,2,1,5,1,5,1,4,2,E,N,T,J
SYN-ENTJ-077,ENTJ,5,2,5,2,4,1,4,3,5,3,3,2,2,3,4,4,E,N,T,J
SYN-ENTJ-078,ENTJ,4,5,2,5,3,1,4,1,3,1,3,3,2,1,3,5,E,N,T,J
SYN-ENTJ-079,ENTJ,2,2,4,2,5,2,4,4,3,3,4,3,5,3,4,2,E,N,T,J
SYN-ENTJ-080,ENTJ,2,5,3,4,5,4,4,1,2,1,5,4,3,2,4,3,E,N,T,J
SYN-ENFJ-001,ENFJ,4,3,3,4,3,3,3,4,2,3,2,4,4,1,3,1,E,N,F,J
SYN-ENFJ-002,ENFJ,2,2,3,3,4,3,1,4,4,3,3,2,2,1,2,2,E,N,F,J
SYN-ENFJ-003,ENFJ,2,4,2,2,5,3,3,4,1,4,4,3,4,2,2,1,E,N,F,J
SYN-ENFJ-004,ENFJ,2,3,1,5,3,3,3,2,4,4,1,2,3,2,3,2,E,N,F,J
SYN-ENFJ-005,ENFJ,1,5,2,4,2,1,5,3,2,4,4,4,4,3,4,2,E,N,F,J
SYN-ENFJ-006,ENFJ,2,4,3,3,5,1,5,2,4,4,1,4,4,5,5,2,E,N,F,J
SYN-ENFJ-007,ENFJ,2,3,2,3,4,2,5,3,3,3,3,4,4,1,2,5,E,N,F,J
SYN-ENFJ-008,ENFJ,4,5,4,4,5,2,3,5,3,3,2,3,3,3,3,2,E,N,F,J
SYN-ENFJ-009,ENFJ,3,3,2,1,5,2,2,2,5,5,2,2,4,2,5,3,E,N,F,J
SYN-ENFJ-010,ENFJ,2,4,2,3,4,1,1,2,1,1,2,5,3,4,4,1,E,N,F,J
SYN-ENFJ-011,ENFJ,3,3,2,5,4,5,3,1,2,4,2,3,5,2,5,2,E,N,F,J
SYN-ENFJ-012,ENFJ,2,3,3,5,4,5,3,2,4,4,4,3,3,2,5,2,E,N,F,J
SYN-ENFJ-013,ENFJ,1,4,2,5,4,2,5,1,1,5,2,5,4,2,2,4,E,N,F,J
SYN-ENFJ-014,ENFJ,4,5,1,5,5,3,4,1,2,5,1,2,5,1,3,2,E,N,F,J
SYN-ENFJ-015,ENFJ,1,5,1,1,1,3,5,3,4,5,2,4,5,3,4,4,E,N,F,J
SYN-ENFJ-016,ENFJ,3,4,1,4,3,2,3,2,2,5,1,5,4,3,3,4,E,N,F,J
SYN-ENFJ-017,ENFJ,2,2,2,5,4,2,4,3,4,3,4,1,2,2,5,2,E,N,F,J
SYN-ENFJ-018,ENFJ,2,3,2,1,4,1,2,3,1,5,2,3,2,3,1,4,E,N,F,J
SYN-ENFJ-019,ENFJ,4,5,2,4,4,2,2,3,1,1,5,3,5,4,3,5,E,N,F,J
SYN-ENFJ-020,ENFJ,1,5,1,1,4,5,5,1,2,4,4,5,4,1,4,1,E,N,F,J
SYN-ENFJ-021,ENFJ,3,3,3,3,3,2,4,1,3,2,4,3,1,3,4,3,E,N,F,J
SYN-ENFJ-022,ENFJ,2,3,5,4,4,4,3,2,1,5,2,3,4,4,5,4,E,N,F,J
SYN-ENFJ-023,ENFJ,3,2,3,4,5,2,5,1,4,4,2,5,4,2,1,4,E,N,F,J
SYN-ENFJ-024,ENFJ,1,5,4,4,5,4,2,5,4,5,1,4,3,3,3,2,E,N,F,J
SYN-ENFJ-025,ENFJ,2,4,2,1,4,1,3,2,4,5,3,2,3,2,5,2,E,N,F,J
SYN-ENFJ-026,ENFJ,3,4,4,4,4,4,2,3,2,3,4,2,3,5,5,3,E,N,F,J
SYN-ENFJ-027,ENFJ,1,3,4,3,4,4,1,3,2,4,5,2,5,4,4,2,E,N,F,J
SYN-ENFJ-028,ENFJ,5,5,4,4,4,4,1,3,2,4,1,4,4,2,2,4,E,N,F,J
SYN-ENFJ-029,ENFJ,3,4,5,5,4,2,4,2,3,4,4,5,3,2,1,4,E,N,F,J
SYN-ENFJ-030,ENFJ,1,4,2,2,4,1,4,5,3,3,4,2,2,2,5,4,E,N,F,J
SYN-ENFJ-031,ENFJ,4,1,2,5,4,2,4,3,3,3,4,2,3,1,4,2,E,N,F,J
SYN-ENFJ-032,ENFJ,1,4,3,4,2,2,3,2,1,5,1,4,3,4,3,3,E,N,F,J
SYN-ENFJ-033,ENFJ,2,3,3,2,5,4,4,4,1,5,1,2,4,2,5,2,E,N,F,J
SYN-ENFJ-034,ENFJ,1,2,5,4,4,2,2,2,3,2,1,5,3,1,2,3,E,N,F,J
SYN-ENFJ-035,ENFJ,2,5,3,4,4,2,5,3,3,4,3,4,3,5,5,2,E,N,F,J
SYN-ENFJ-036,ENFJ,3,5,2,5,5,1,4,1,3,5,3,5,5,4,2,1,E,N,F,J
SYN-ENFJ-037,ENFJ,1,3,4,2,1,4,4,2,4,3,4,2,4,3,4,2,E,N,F,J
SYN-ENFJ-038,ENFJ,2,3,4,5,4,3,2,2,3,5,3,5,3,3,5,1,E,N,F,J
SYN-ENFJ-039,ENFJ,3,5,5,2,4,4,4,3,3,2,3,2,4,1,5,2,E,N,F,J
SYN-ENFJ-040,ENFJ,4,4,2,3,4,3,5,3,4,2,2,3,5,4,3,2,E,N,F,J
SYN-ENFJ-041,ENFJ,2,4,1,3,2,2,3,1,1,5,3,3,4,1,2,2,E,N,F,J
SYN-ENFJ-042,ENFJ,3,2,3,1,2,2,2,2,3,2,1,5,1,3,3,4,E,N,F,J
SYN-ENFJ-043,ENFJ,3,5,1,4,3,1,4,3,2,3,3,4,4,3,3,3,E,N,F,J
SYN-ENFJ-044,ENFJ,3,4,2,3,5,3,5,5,5,2,3,3,1,1,2,2,E,N,F,J
SYN-ENFJ-045,ENFJ,1,4,3,5,4,1,1,3,2,4,3,1,2,2,2,1,E,N,F,J
SYN-ENFJ-046,ENFJ,3,4,2,4,2,3,2,2,2,3,2,3,2,1,3,5,E,N,F,J
SYN-ENFJ-047,ENFJ,4,4,1,4,3,4,3,4,3,3,3,4,5,5,3,2,E,N,F,J
SYN-ENFJ-048,ENFJ,2,5,2,3,2,5,3,1,5,3,3,5,2,1,2,4,E,N,F,J
SYN-ENFJ-049,ENFJ,5,5,3,3,4,1,4,1,1,5,1,4,4,4,2,2,E,N,F,J
SYN-ENFJ-050,ENFJ,2,4,2,2,3,4,5,2,3,1,1,3,4,4,3,2,E,N,F,J
SYN-ENFJ-051,ENFJ,3,5,2,2,5,5,2,4,2,3,4,5,4,3,2,4,E,N,F,J
SYN-ENFJ-052,ENFJ,2,3,2,4,4,1,4,5,1,5,1,4,3,2,5,1,E,N,F,J
SYN-ENFJ-053,ENFJ,3,3,2,3,2,4,2,4,5,5,2,2,3,1,2,2,E,N,F,J
SYN-ENFJ-054,ENFJ,4,4,4,3,4,3,2,4,2,2,2,3,4,2,1,3,E,N,F,J
SYN-ENFJ-055,ENFJ,2,4,2,4,3,2,4,2,1,4,5,2,4,2,5,3,E,N,F,J
SYN-ENFJ-056,ENFJ,1,4,1,5,5,3,4,3,1,2,1,4,4,3,4,1,E,N,F,J
SYN-ENFJ-057,ENFJ,2,5,1,3,5,1,4,1,3,2,3,5,1,3,4,2,E,N,F,J
SYN-ENFJ-058,ENFJ,5,5,3,5,5,2,4,1,4,2,2,4,1,3,4,2,E,N,F,J
SYN-ENFJ-059,ENFJ,2,2,2,2,4,2,3,1,1,2,1,4,1,3,4,2,E,N,F,J
SYN-ENFJ-060,ENFJ,2,5,3,2,4,1,5,3,5,5,1,2,4,3,4,2,E,N,F,J
SYN-ENFJ-061,ENFJ,2,4,2,3,3,4,4,1,3,4,3,5,5,4,3,2,E,N,F,J
SYN-ENFJ-062,ENFJ,3,2,3,5,4,1,3,5,3,5,3,5,3,3,4,5,E,N,F,J
SYN-ENFJ-063,ENFJ,3,2,1,5,2,1,5,2,2,5,2,3,3,2,5,1,E,N,F,J
SYN-ENFJ-064,ENFJ,3,4,4,3,3,4,5,3,3,3,1,2,4,1,3,4,E,N,F,J
SYN-ENFJ-065,ENFJ,2,4,1,1,3,3,4,2,1,4,5,3,4,1,4,1,E,N,F,J
SYN-ENFJ-066,ENFJ,2,5,2,5,2,4,5,1,1,3,2,3,3,3,5,3,E,N,F,J
SYN-ENFJ-067,ENFJ,4,2,4,2,2,2,5,2,2,5,3,4,5,4,4,3,E,N,F,J
SYN-ENFJ-068,ENFJ,2,3,1,3,5,2,5,2,3,2,3,4,5,1,2,4,E,N,F,J
SYN-ENFJ-069,ENFJ,4,4,4,3,5,4,1,2,4,5,1,5,4,2,3,4,E,N,F,J
SYN-ENFJ-070,ENFJ,3,5,1,3,4,2,3,1,2,4,3,1,2,3,4,1,E,N,F,J
SYN-ENFJ-071,ENFJ,3,2,2,2,3,5,1,3,5,5,1,3,5,2,3,2,E,N,F,J
SYN-ENFJ-072,ENFJ,2,4,4,4,2,3,4,2,2,5,3,4,2,2,3,5,E,N,F,J
SYN-ENFJ-073,ENFJ,3,4,4,2,3,1,1,3,1,5,3,5,4,1,3,4,E,N,F,J
SYN-ENFJ-074,ENFJ,2,2,4,4,5,3,4,4,3,2,2,3,4,2,5,3,E,N,F,J
SYN-ENFJ-075,ENFJ,4,5,4,5,5,4,5,3,3,2,1,3,2,1,5,3,E,N,F,J
SYN-ENFJ-076,ENFJ,3,2,5,3,5,3,4,5,4,4,2,2,3,3,3,2,E,N,F,J
SYN-ENFJ-077,ENFJ,1,5,3,5,4,2,2,4,2,4,2,5,3,1,3,3,E,N,F,J
SYN-ENFJ-078,ENFJ,2,4,2,4,4,2,1,1,1,5,4,3,3,2,5,4,E,N,F,J
SYN-ENFJ-079,ENFJ,5,3,3,4,5,1,3,2,3,5,1,3,4,3,5,2,E,N,F,J
SYN-ENFJ-080,ENFJ,2,3,4,5,2,1,4,3,2,5,1,2,5,2,2,2,E,N,F,J
SYN-INFP-001,INFP,4,2,5,3,5,3,2,1,2,5,2,5,4,5,2,2,I,N,F,P
SYN-INFP-002,INFP,4,4,4,1,3,1,4,4,1,4,5,2,1,5,3,2,I,N,F,P
SYN-INFP-003,INFP,5,5,4,4,3,2,4,3,1,5,2,1,3,3,3,4,I,N,F,P
SYN-INFP-004,INFP,4,4,3,4,3,1,2,1,2,4,2,4,2,5,4,4,I,N,F,P
SYN-INFP-005,INFP,4,1,4,2,2,3,4,3,2,4,4,1,2,4,2,5,I,N,F,P
SYN-INFP-006,INFP,3,3,3,1,5,2,2,1,2,4,2,1,1,1,2,4,I,N,F,P
SYN-INFP-007,INFP,5,2,4,1,4,2,5,3,3,3,3,2,2,3,2,1,I,N,F,P
SYN-INFP-008,INFP,4,3,5,3,2,3,4,2,3,4,2,1,2,1,2,2,I,N,F,P
SYN-INFP-009,INFP,4,2,4,2,5,2,5,3,2,5,4,5,1,5,3,2,I,N,F,P
SYN-INFP-010,INFP,3,1,2,3,4,2,4,5,4,5,1,3,1,4,4,3,I,N,F,P
SYN-INFP-011,INFP,5,1,2,5,4,4,5,4,2,3,3,2,4,2,3,3,I,N,F,P
SYN-INFP-012,INFP,1,1,5,3,3,2,5,2,3,1,3,3,4,3,4,1,I,N,F,P
